Character,Sentence,Word,POS,Tag,Dependency
DUMBLEDORE,off you go .,"['off', 'you', 'go', '.']","['ADP', 'PRON', 'VERB', 'PUNCT']","['RP', 'PRP', 'VBP', '.']","['advmod', 'nsubj', 'ROOT', 'punct']"
HERMIONE,everything 's set .,"['everything', ""'s"", 'set', '.']","['PRON', 'AUX', 'VERB', 'PUNCT']","['NN', 'VBZ', 'VBN', '.']","['nsubjpass', 'auxpass', 'ROOT', 'punct']"
HERMIONE,we just need a bit of who you 're changing into .,"['we', 'just', 'need', 'a', 'bit', 'of', 'who', 'you', ""'re"", 'changing', 'into', '.']","['PRON', 'ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PRON', 'AUX', 'VERB', 'ADP', 'PUNCT']","['PRP', 'RB', 'VBP', 'DT', 'NN', 'IN', 'WP', 'PRP', 'VBP', 'VBG', 'IN', '.']","['nsubj', 'advmod', 'ROOT', 'det', 'dobj', 'prep', 'pobj', 'nsubj', 'aux', 'pcomp', 'prep', 'punct']"
HARRY,crabbe and goyle .,"['crabbe', 'and', 'goyle', '.']","['PROPN', 'CCONJ', 'NOUN', 'PUNCT']","['NNP', 'CC', 'NN', '.']","['ROOT', 'cc', 'conj', 'punct']"
HERMIONE,we also need to make sure that the real crabbe and goyle ca n't burst in on us while we 're interrogating malfoy .,"['we', 'also', 'need', 'to', 'make', 'sure', 'that', 'the', 'real', 'crabbe', 'and', 'goyle', 'ca', ""n't"", 'burst', 'in', 'on', 'us', 'while', 'we', ""'re"", 'interrogating', 'malfoy', '.']","['PRON', 'ADV', 'VERB', 'PART', 'VERB', 'ADJ', 'SCONJ', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'PART', 'VERB', 'ADP', 'ADP', 'PRON', 'SCONJ', 'PRON', 'AUX', 'VERB', 'NOUN', 'PUNCT']","['PRP', 'RB', 'VBP', 'TO', 'VB', 'JJ', 'IN', 'DT', 'JJ', 'NN', 'CC', 'NN', 'MD', 'RB', 'VB', 'RP', 'IN', 'PRP', 'IN', 'PRP', 'VBP', 'VBG', 'NN', '.']","['nsubj', 'advmod', 'ROOT', 'aux', 'xcomp', 'acomp', 'mark', 'det', 'amod', 'nsubj', 'cc', 'conj', 'aux', 'neg', 'ccomp', 'prt', 'prep', 'pobj', 'mark', 'nsubj', 'aux', 'advcl', 'dobj', 'punct']"
RON,how ?,"['how', '?']","['SCONJ', 'PUNCT']","['WRB', '.']","['ROOT', 'punct']"
HERMIONE,i 've got it all worked out .,"['i', ""'"", 've', 'got', 'it', 'all', 'worked', 'out', '.']","['PRON', 'AUX', 'AUX', 'VERB', 'PRON', 'PRON', 'VERB', 'ADP', 'PUNCT']","['PRP', 'VBP', 'VBP', 'VBN', 'PRP', 'DT', 'VBD', 'RP', '.']","['nsubj', 'aux', 'aux', 'ROOT', 'nsubj', 'appos', 'ccomp', 'prt', 'punct']"
HERMIONE,i filled these with a simple sleeping draught .,"['i', 'filled', 'these', 'with', 'a', 'simple', 'sleeping', 'draught', '.']","['PRON', 'VERB', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PUNCT']","['PRP', 'VBD', 'DT', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']","['nsubj', 'ROOT', 'dobj', 'prep', 'det', 'amod', 'compound', 'pcomp', 'punct']"
HERMIONE,"simple , but powerful .","['simple', ',', 'but', 'powerful', '.']","['ADJ', 'PUNCT', 'CCONJ', 'ADJ', 'PUNCT']","['JJ', ',', 'CC', 'JJ', '.']","['ROOT', 'punct', 'cc', 'conj', 'punct']"
HERMIONE,"now , once they 're asleep hide them in the broomstick cupboard and pull out a few of their hairs and put on their uniforms .","['now', ',', 'once', 'they', ""'re"", 'asleep', 'hide', 'them', 'in', 'the', 'broomstick', 'cupboard', 'and', 'pull', 'out', 'a', 'few', 'of', 'their', 'hairs', 'and', 'put', 'on', 'their', 'uniforms', '.']","['ADV', 'PUNCT', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'DET', 'ADJ', 'ADP', 'PRON', 'NOUN', 'CCONJ', 'VERB', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['RB', ',', 'IN', 'PRP', 'VBP', 'JJ', 'VB', 'PRP', 'IN', 'DT', 'NN', 'NN', 'CC', 'VB', 'RP', 'DT', 'JJ', 'IN', 'PRP$', 'NNS', 'CC', 'VBD', 'RP', 'PRP$', 'NNS', '.']","['advmod', 'punct', 'mark', 'nsubj', 'advcl', 'acomp', 'ROOT', 'dobj', 'prep', 'det', 'compound', 'pobj', 'cc', 'conj', 'prt', 'det', 'dobj', 'prep', 'poss', 'pobj', 'cc', 'conj', 'prt', 'poss', 'pobj', 'punct']"
RON,"whose hair are you ripping out , then ?","['whose', 'hair', 'are', 'you', 'ripping', 'out', ',', 'then', '?']","['DET', 'NOUN', 'AUX', 'PRON', 'VERB', 'ADP', 'PUNCT', 'ADV', 'PUNCT']","['WP$', 'NN', 'VBP', 'PRP', 'VBG', 'RP', ',', 'RB', '.']","['poss', 'dobj', 'aux', 'nsubj', 'ROOT', 'prt', 'punct', 'advmod', 'punct']"
HERMIONE,i 've already got mine .,"['i', ""'"", 've', 'already', 'got', 'mine', '.']","['PRON', 'AUX', 'AUX', 'ADV', 'VERB', 'PRON', 'PUNCT']","['PRP', 'VBP', 'VBP', 'RB', 'VBN', 'PRP', '.']","['nsubj', 'aux', 'aux', 'advmod', 'ROOT', 'dobj', 'punct']"
HERMIONE,millicent bulstrode . slytherin .,"['millicent', 'bulstrode', '.', 'slytherin', '.']","['NOUN', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['NN', 'NN', '.', 'NN', '.']","['compound', 'ROOT', 'punct', 'ROOT', 'punct']"
HERMIONE,i got this off her robes .,"['i', 'got', 'this', 'off', 'her', 'robes', '.']","['PRON', 'VERB', 'PRON', 'ADP', 'PRON', 'NOUN', 'PUNCT']","['PRP', 'VBD', 'DT', 'IN', 'PRP$', 'NNS', '.']","['nsubj', 'ROOT', 'dobj', 'prep', 'poss', 'pobj', 'punct']"
HERMIONE,i 'm going to go check on the polyjuice potion .,"['i', ""'"", 'm', 'going', 'to', 'go', 'check', 'on', 'the', 'polyjuice', 'potion', '.']","['PRON', 'AUX', 'AUX', 'VERB', 'PART', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'VBP', 'VBG', 'TO', 'VB', 'VB', 'IN', 'DT', 'NN', 'NN', '.']","['nsubj', 'aux', 'aux', 'ROOT', 'aux', 'xcomp', 'advcl', 'prep', 'det', 'compound', 'pobj', 'punct']"
HERMIONE,make sure that crabbe and goyle find these .,"['make', 'sure', 'that', 'crabbe', 'and', 'goyle', 'find', 'these', '.']","['VERB', 'ADJ', 'SCONJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'PRON', 'PUNCT']","['VB', 'JJ', 'IN', 'NN', 'CC', 'NN', 'VBP', 'DT', '.']","['ROOT', 'ccomp', 'mark', 'nsubj', 'cc', 'conj', 'ccomp', 'dobj', 'punct']"
HARRY,"ron , maybe i should do it .","['ron', ',', 'maybe', 'i', 'should', 'do', 'it', '.']","['PROPN', 'PUNCT', 'ADV', 'PRON', 'AUX', 'VERB', 'PRON', 'PUNCT']","['NNP', ',', 'RB', 'PRP', 'MD', 'VB', 'PRP', '.']","['npadvmod', 'punct', 'advmod', 'nsubj', 'aux', 'ROOT', 'dobj', 'punct']"
RON,yeah . right .,"['yeah', '.', 'right', '.']","['INTJ', 'PUNCT', 'INTJ', 'PUNCT']","['UH', '.', 'UH', '.']","['ROOT', 'punct', 'ROOT', 'punct']"
HARRY,wingardium leviosa .,"['wingardium', 'leviosa', '.']","['PROPN', 'PROPN', 'PUNCT']","['NNP', 'NNP', '.']","['compound', 'ROOT', 'punct']"
CRABBE,cool . umm .. um .,"['cool', '.', 'umm', '..', 'um', '.']","['ADJ', 'PUNCT', 'INTJ', 'PUNCT', 'INTJ', 'PUNCT']","['JJ', '.', 'UH', 'NFP', 'UH', '.']","['ROOT', 'punct', 'ROOT', 'punct', 'intj', 'punct']"
RON,how thick could you get ?,"['how', 'thick', 'could', 'you', 'get', '?']","['SCONJ', 'ADJ', 'AUX', 'PRON', 'VERB', 'PUNCT']","['WRB', 'JJ', 'MD', 'PRP', 'VB', '.']","['advmod', 'acomp', 'aux', 'nsubj', 'ROOT', 'punct']"
HARRY,"come on , let 's get them .","['come', 'on', ',', 'let', ""'s"", 'get', 'them', '.']","['VERB', 'ADP', 'PUNCT', 'VERB', 'PRON', 'VERB', 'PRON', 'PUNCT']","['VB', 'RP', ',', 'VB', 'PRP', 'VB', 'PRP', '.']","['ROOT', 'prt', 'punct', 'dep', 'nsubj', 'ccomp', 'dobj', 'punct']"
HERMIONE,we 'll have exactly one hour before we change back into ourselves .,"['we', ""'ll"", 'have', 'exactly', 'one', 'hour', 'before', 'we', 'change', 'back', 'into', 'ourselves', '.']","['PRON', 'AUX', 'VERB', 'ADV', 'NUM', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'ADV', 'ADP', 'PRON', 'PUNCT']","['PRP', 'MD', 'VB', 'RB', 'CD', 'NN', 'IN', 'PRP', 'VBP', 'RB', 'IN', 'PRP', '.']","['nsubj', 'aux', 'ROOT', 'advmod', 'nummod', 'dobj', 'mark', 'nsubj', 'advcl', 'advmod', 'prep', 'pobj', 'punct']"
HERMIONE,add the hairs .,"['add', 'the', 'hairs', '.']","['VERB', 'DET', 'NOUN', 'PUNCT']","['VB', 'DT', 'NNS', '.']","['ROOT', 'det', 'dobj', 'punct']"
RON,essence of crabbe .,"['essence', 'of', 'crabbe', '.']","['NOUN', 'ADP', 'NOUN', 'PUNCT']","['NN', 'IN', 'NN', '.']","['ROOT', 'prep', 'pobj', 'punct']"
HERMIONE,cheers .,"['cheers', '.']","['NOUN', 'PUNCT']","['NNS', '.']","['ROOT', 'punct']"
RON,i think i 'm gon na be sick .,"['i', 'think', 'i', ""'"", 'm', 'gon', 'na', 'be', 'sick', '.']","['PRON', 'VERB', 'PRON', 'AUX', 'AUX', 'VERB', 'PART', 'AUX', 'ADJ', 'PUNCT']","['PRP', 'VBP', 'PRP', 'VBP', 'VBP', 'VBG', 'TO', 'VB', 'JJ', '.']","['nsubj', 'ROOT', 'nsubj', 'aux', 'aux', 'ccomp', 'aux', 'xcomp', 'acomp', 'punct']"
HERMIONE,me too .,"['me', 'too', '.']","['PRON', 'ADV', 'PUNCT']","['PRP', 'RB', '.']","['ROOT', 'advmod', 'punct']"
RON,harry ?,"['harry', '?']","['PROPN', 'PUNCT']","['NNP', '.']","['ROOT', 'punct']"
HARRY,ron .,"['ron', '.']","['PROPN', 'PUNCT']","['NNP', '.']","['ROOT', 'punct']"
RON,bloody hell !,"['bloody', 'hell', '!']","['ADJ', 'NOUN', 'PUNCT']","['JJ', 'NN', '.']","['amod', 'ROOT', 'punct']"
HARRY,we still sound like ourselves .,"['we', 'still', 'sound', 'like', 'ourselves', '.']","['PRON', 'ADV', 'VERB', 'ADP', 'PRON', 'PUNCT']","['PRP', 'RB', 'VBP', 'IN', 'PRP', '.']","['nsubj', 'advmod', 'ROOT', 'prep', 'pobj', 'punct']"
HARRY,you need to sound more like crabbe .,"['you', 'need', 'to', 'sound', 'more', 'like', 'crabbe', '.']","['PRON', 'VERB', 'PART', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'TO', 'VB', 'RBR', 'IN', 'NNS', '.']","['nsubj', 'ROOT', 'aux', 'xcomp', 'advmod', 'prep', 'pobj', 'punct']"
RON,bloody hell .,"['bloody', 'hell', '.']","['ADJ', 'NOUN', 'PUNCT']","['JJ', 'NN', '.']","['amod', 'ROOT', 'punct']"
HARRY,excellent .,"['excellent', '.']","['ADJ', 'PUNCT']","['JJ', '.']","['ROOT', 'punct']"
RON,but where 's hermione ?,"['but', 'where', ""'s"", 'hermione', '?']","['CCONJ', 'SCONJ', 'AUX', 'NOUN', 'PUNCT']","['CC', 'WRB', 'VBZ', 'NN', '.']","['cc', 'advmod', 'ROOT', 'nsubj', 'punct']"
HERMIONE,i ... i do n't think i 'm going .,"['i', '...', 'i', 'do', ""n't"", 'think', 'i', ""'"", 'm', 'going', '.']","['PRON', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'PRON', 'AUX', 'AUX', 'VERB', 'PUNCT']","['PRP', ':', 'PRP', 'VBP', 'RB', 'VB', 'PRP', 'VBP', 'VBP', 'VBG', '.']","['ROOT', 'punct', 'nsubj', 'aux', 'neg', 'ROOT', 'nsubj', 'aux', 'aux', 'ccomp', 'punct']"
HERMIONE,you go on without me .,"['you', 'go', 'on', 'without', 'me', '.']","['PRON', 'VERB', 'ADP', 'ADP', 'PRON', 'PUNCT']","['PRP', 'VBP', 'RP', 'IN', 'PRP', '.']","['nsubj', 'ROOT', 'prt', 'prep', 'pobj', 'punct']"
HARRY,"hermione , are you okay ?","['hermione', ',', 'are', 'you', 'okay', '?']","['PROPN', 'PUNCT', 'AUX', 'PRON', 'ADJ', 'PUNCT']","['NNP', ',', 'VBP', 'PRP', 'JJ', '.']","['npadvmod', 'punct', 'ROOT', 'nsubj', 'acomp', 'punct']"
HERMIONE,just go . you 're wasting time .,"['just', 'go', '.', 'you', ""'re"", 'wasting', 'time', '.']","['ADV', 'VERB', 'PUNCT', 'PRON', 'AUX', 'VERB', 'NOUN', 'PUNCT']","['RB', 'VB', '.', 'PRP', 'VBP', 'VBG', 'NN', '.']","['advmod', 'ROOT', 'punct', 'nsubj', 'aux', 'ROOT', 'dobj', 'punct']"
HARRY,come on .,"['come', 'on', '.']","['VERB', 'ADP', 'PUNCT']","['VB', 'RP', '.']","['ROOT', 'prt', 'punct']"
HARRY,i think the slytherin common room 's this way .,"['i', 'think', 'the', 'slytherin', 'common', 'room', ""'s"", 'this', 'way', '.']","['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', 'AUX', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'DT', 'NN', 'JJ', 'NN', 'VBZ', 'DT', 'NN', '.']","['nsubj', 'ROOT', 'det', 'nmod', 'amod', 'nsubj', 'ccomp', 'det', 'npadvmod', 'punct']"
PERCY,excuse me .,"['excuse', 'me', '.']","['VERB', 'PRON', 'PUNCT']","['VB', 'PRP', '.']","['ROOT', 'dobj', 'punct']"
RON,what are you doing d ... ?,"['what', 'are', 'you', 'doing', 'd', '...', '?']","['PRON', 'AUX', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'PUNCT']","['WP', 'VBP', 'PRP', 'VBG', 'NN', 'NFP', '.']","['dobj', 'aux', 'nsubj', 'ROOT', 'dobj', 'punct', 'punct']"
RON,"i mean , what are you doing down here ?","['i', 'mean', ',', 'what', 'are', 'you', 'doing', 'down', 'here', '?']","['PRON', 'VERB', 'PUNCT', 'PRON', 'AUX', 'PRON', 'VERB', 'ADV', 'ADV', 'PUNCT']","['PRP', 'VBP', ',', 'WP', 'VBP', 'PRP', 'VBG', 'RB', 'RB', '.']","['nsubj', 'parataxis', 'punct', 'dobj', 'aux', 'nsubj', 'ROOT', 'prt', 'advmod', 'punct']"
PERCY,i happen to be a school prefect .,"['i', 'happen', 'to', 'be', 'a', 'school', 'prefect', '.']","['PRON', 'VERB', 'PART', 'AUX', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'TO', 'VB', 'DT', 'NN', 'NN', '.']","['nsubj', 'ROOT', 'aux', 'xcomp', 'det', 'compound', 'attr', 'punct']"
PERCY,"you , on the other hand , have no business wandering the corridors at night .","['you', ',', 'on', 'the', 'other', 'hand', ',', 'have', 'no', 'business', 'wandering', 'the', 'corridors', 'at', 'night', '.']","['PRON', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['PRP', ',', 'IN', 'DT', 'JJ', 'NN', ',', 'VBP', 'DT', 'NN', 'VBG', 'DT', 'NNS', 'IN', 'NN', '.']","['nsubj', 'punct', 'prep', 'det', 'amod', 'pobj', 'punct', 'ROOT', 'det', 'dobj', 'acl', 'det', 'dobj', 'prep', 'pobj', 'punct']"
PERCY,what are your names again ?,"['what', 'are', 'your', 'names', 'again', '?']","['PRON', 'AUX', 'PRON', 'NOUN', 'ADV', 'PUNCT']","['WP', 'VBP', 'PRP$', 'NNS', 'RB', '.']","['attr', 'ROOT', 'poss', 'nsubj', 'advmod', 'punct']"
HARRY,i 'm ...,"['i', ""'"", 'm', '...']","['PRON', 'VERB', 'VERB', 'PUNCT']","['PRP', 'VBP', 'VBP', '.']","['ROOT', 'appos', 'appos', 'punct']"
DRACO,"crabbe , goyle , where have you been ?","['crabbe', ',', 'goyle', ',', 'where', 'have', 'you', 'been', '?']","['PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'SCONJ', 'AUX', 'PRON', 'AUX', 'PUNCT']","['NNP', ',', 'NN', ',', 'WRB', 'VBP', 'PRP', 'VBN', '.']","['ROOT', 'punct', 'appos', 'punct', 'advmod', 'aux', 'nsubj', 'relcl', 'punct']"
DRACO,pigging out in the great hall all this time ?,"['pigging', 'out', 'in', 'the', 'great', 'hall', 'all', 'this', 'time', '?']","['VERB', 'ADP', 'ADP', 'DET', 'ADJ', 'NOUN', 'DET', 'DET', 'NOUN', 'PUNCT']","['VBG', 'RP', 'IN', 'DT', 'JJ', 'NN', 'PDT', 'DT', 'NN', '.']","['ROOT', 'prt', 'prep', 'det', 'amod', 'pobj', 'predet', 'det', 'npadvmod', 'punct']"
DRACO,why are you wearing glasses ?,"['why', 'are', 'you', 'wearing', 'glasses', '?']","['SCONJ', 'AUX', 'PRON', 'VERB', 'NOUN', 'PUNCT']","['WRB', 'VBP', 'PRP', 'VBG', 'NNS', '.']","['advmod', 'aux', 'nsubj', 'ROOT', 'dobj', 'punct']"
HARRY,ah- um .. reading .,"['ah-', 'um', '..', 'reading', '.']","['INTJ', 'INTJ', 'PUNCT', 'VERB', 'PUNCT']","['UH', 'UH', 'NFP', 'VBG', '.']","['advmod', 'intj', 'punct', 'ROOT', 'punct']"
DRACO,reading ?,"['reading', '?']","['VERB', 'PUNCT']","['VBG', '.']","['ROOT', 'punct']"
DRACO,i did n't know you could read .,"['i', 'did', ""n't"", 'know', 'you', 'could', 'read', '.']","['PRON', 'AUX', 'PART', 'VERB', 'PRON', 'AUX', 'VERB', 'PUNCT']","['PRP', 'VBD', 'RB', 'VB', 'PRP', 'MD', 'VB', '.']","['nsubj', 'aux', 'neg', 'ROOT', 'nsubj', 'aux', 'ccomp', 'punct']"
DRACO,"and what are you doing down here , weasley ?","['and', 'what', 'are', 'you', 'doing', 'down', 'here', ',', 'weasley', '?']","['CCONJ', 'PRON', 'AUX', 'PRON', 'VERB', 'ADP', 'ADV', 'PUNCT', 'NOUN', 'PUNCT']","['CC', 'WP', 'VBP', 'PRP', 'VBG', 'RP', 'RB', ',', 'NN', '.']","['cc', 'dobj', 'aux', 'nsubj', 'ccomp', 'prt', 'advmod', 'punct', 'ROOT', 'punct']"
PERCY,"mind your attitude , malfoy .","['mind', 'your', 'attitude', ',', 'malfoy', '.']","['VERB', 'PRON', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT']","['VB', 'PRP$', 'NN', ',', 'JJ', '.']","['ROOT', 'poss', 'dobj', 'punct', 'appos', 'punct']"
DRACO,"well , sit down .","['well', ',', 'sit', 'down', '.']","['INTJ', 'PUNCT', 'VERB', 'ADP', 'PUNCT']","['UH', ',', 'VB', 'RP', '.']","['intj', 'punct', 'ROOT', 'prt', 'punct']"
DRACO,"you 'd never know the weasleys were pure-bloods , the way they behave .","['you', ""'d"", 'never', 'know', 'the', 'weasleys', 'were', 'pure', '-', 'bloods', ',', 'the', 'way', 'they', 'behave', '.']","['PRON', 'AUX', 'ADV', 'VERB', 'DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PRON', 'VERB', 'PUNCT']","['PRP', 'MD', 'RB', 'VB', 'DT', 'NNS', 'VBD', 'JJ', 'HYPH', 'NNS', ',', 'DT', 'NN', 'PRP', 'VBP', '.']","['nsubj', 'aux', 'neg', 'ROOT', 'det', 'nsubj', 'ccomp', 'amod', 'punct', 'attr', 'punct', 'det', 'npadvmod', 'nsubj', 'relcl', 'punct']"
DRACO,they 're an embarrassment to the wizarding world . all of them .,"['they', ""'re"", 'an', 'embarrassment', 'to', 'the', 'wizarding', 'world', '.', 'all', 'of', 'them', '.']","['PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT', 'PRON', 'ADP', 'PRON', 'PUNCT']","['PRP', 'VBP', 'DT', 'NN', 'IN', 'DT', 'VBG', 'NN', '.', 'DT', 'IN', 'PRP', '.']","['nsubj', 'ROOT', 'det', 'attr', 'prep', 'det', 'amod', 'pobj', 'punct', 'ROOT', 'prep', 'pobj', 'punct']"
DRACO,"what 's wrong with you , crabbe ?","['what', ""'s"", 'wrong', 'with', 'you', ',', 'crabbe', '?']","['PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'PUNCT', 'NOUN', 'PUNCT']","['WP', 'VBZ', 'JJ', 'IN', 'PRP', ',', 'NN', '.']","['nsubj', 'advcl', 'acomp', 'prep', 'pobj', 'punct', 'ROOT', 'punct']"
RON,stomachache .,"['stomachache', '.']","['NOUN', 'PUNCT']","['NN', '.']","['ROOT', 'punct']"
DRACO,i 'm surprised the daily prophet has n't done a report on all these attacks .,"['i', ""'"", 'm', 'surprised', 'the', 'daily', 'prophet', 'has', ""n't"", 'done', 'a', 'report', 'on', 'all', 'these', 'attacks', '.']","['PRON', 'VERB', 'VERB', 'ADJ', 'DET', 'ADJ', 'NOUN', 'AUX', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'VBP', 'JJ', 'DT', 'JJ', 'NN', 'VBZ', 'RB', 'VBN', 'DT', 'NN', 'IN', 'PDT', 'DT', 'NNS', '.']","['ROOT', 'appos', 'appos', 'amod', 'det', 'amod', 'nsubj', 'aux', 'neg', 'ccomp', 'det', 'dobj', 'prep', 'predet', 'det', 'pobj', 'punct']"
DRACO,i suppose dumbledore is trying to hush it all up .,"['i', 'suppose', 'dumbledore', 'is', 'trying', 'to', 'hush', 'it', 'all', 'up', '.']","['PRON', 'VERB', 'NOUN', 'AUX', 'VERB', 'PART', 'VERB', 'PRON', 'PRON', 'ADP', 'PUNCT']","['PRP', 'VBP', 'NN', 'VBZ', 'VBG', 'TO', 'VB', 'PRP', 'DT', 'RP', '.']","['nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'aux', 'xcomp', 'dobj', 'appos', 'prt', 'punct']"
DRACO,father always said dumbledore was the worst thing that ever happened to this place .,"['father', 'always', 'said', 'dumbledore', 'was', 'the', 'worst', 'thing', 'that', 'ever', 'happened', 'to', 'this', 'place', '.']","['PROPN', 'ADV', 'VERB', 'PROPN', 'AUX', 'DET', 'ADJ', 'NOUN', 'PRON', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['NNP', 'RB', 'VBD', 'NNP', 'VBD', 'DT', 'JJS', 'NN', 'WDT', 'RB', 'VBD', 'IN', 'DT', 'NN', '.']","['nsubj', 'advmod', 'ROOT', 'nsubj', 'ccomp', 'det', 'amod', 'attr', 'nsubj', 'advmod', 'relcl', 'prep', 'det', 'pobj', 'punct']"
HARRY,you 're wrong !,"['you', ""'re"", 'wrong', '!']","['PRON', 'AUX', 'ADJ', 'PUNCT']","['PRP', 'VBP', 'JJ', '.']","['nsubj', 'ROOT', 'acomp', 'punct']"
DRACO,what ?,"['what', '?']","['PRON', 'PUNCT']","['WP', '.']","['ROOT', 'punct']"
DRACO,you think there 's someone here who 's worse than dumbledore ?,"['you', 'think', 'there', ""'s"", 'someone', 'here', 'who', ""'s"", 'worse', 'than', 'dumbledore', '?']","['PRON', 'VERB', 'PRON', 'VERB', 'PRON', 'ADV', 'PRON', 'AUX', 'ADJ', 'ADP', 'ADJ', 'PUNCT']","['PRP', 'VBP', 'EX', 'VBZ', 'NN', 'RB', 'WP', 'VBZ', 'JJR', 'IN', 'JJ', '.']","['nsubj', 'ROOT', 'expl', 'ccomp', 'attr', 'advmod', 'nsubj', 'relcl', 'acomp', 'prep', 'pobj', 'punct']"
DRACO,well ? do you ?,"['well', '?', 'do', 'you', '?']","['INTJ', 'PUNCT', 'VERB', 'PRON', 'PUNCT']","['UH', '.', 'VBP', 'PRP', '.']","['ROOT', 'punct', 'ROOT', 'dobj', 'punct']"
HARRY,harry potter ?,"['harry', 'potter', '?']","['PROPN', 'PROPN', 'PUNCT']","['NNP', 'NNP', '.']","['compound', 'ROOT', 'punct']"
DRACO,"good one , goyle .","['good', 'one', ',', 'goyle', '.']","['ADJ', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT']","['JJ', 'NN', ',', 'NN', '.']","['amod', 'ROOT', 'punct', 'appos', 'punct']"
DRACO,you 're absolutely right .,"['you', ""'re"", 'absolutely', 'right', '.']","['PRON', 'AUX', 'ADV', 'ADJ', 'PUNCT']","['PRP', 'VBP', 'RB', 'JJ', '.']","['nsubj', 'ROOT', 'advmod', 'acomp', 'punct']"
DRACO,saint potter .,"['saint', 'potter', '.']","['NOUN', 'NOUN', 'PUNCT']","['NN', 'NN', '.']","['compound', 'ROOT', 'punct']"
DRACO,and people actually think that he 's the heir of slytherin ?,"['and', 'people', 'actually', 'think', 'that', 'he', ""'s"", 'the', 'heir', 'of', 'slytherin', '?']","['CCONJ', 'NOUN', 'ADV', 'VERB', 'SCONJ', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['CC', 'NNS', 'RB', 'VBP', 'IN', 'PRP', 'VBZ', 'DT', 'NN', 'IN', 'NN', '.']","['cc', 'nsubj', 'advmod', 'ROOT', 'mark', 'nsubj', 'ccomp', 'det', 'attr', 'prep', 'pobj', 'punct']"
HARRY,but then you must have some idea who 's behind it all .,"['but', 'then', 'you', 'must', 'have', 'some', 'idea', 'who', ""'s"", 'behind', 'it', 'all', '.']","['CCONJ', 'ADV', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'PRON', 'AUX', 'ADP', 'PRON', 'PRON', 'PUNCT']","['CC', 'RB', 'PRP', 'MD', 'VB', 'DT', 'NN', 'WP', 'VBZ', 'IN', 'PRP', 'DT', '.']","['cc', 'advmod', 'nsubj', 'aux', 'ROOT', 'det', 'dobj', 'nsubj', 'relcl', 'prep', 'pobj', 'appos', 'punct']"
DRACO,"you know i do n't , goyle .","['you', 'know', 'i', 'do', ""n't"", ',', 'goyle', '.']","['PRON', 'VERB', 'PRON', 'VERB', 'PART', 'PUNCT', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'PRP', 'VBP', 'RB', ',', 'NN', '.']","['nsubj', 'parataxis', 'nsubj', 'ROOT', 'neg', 'punct', 'npadvmod', 'punct']"
DRACO,i told you yesterday .,"['i', 'told', 'you', 'yesterday', '.']","['PRON', 'VERB', 'PRON', 'NOUN', 'PUNCT']","['PRP', 'VBD', 'PRP', 'NN', '.']","['nsubj', 'ROOT', 'dobj', 'npadvmod', 'punct']"
