Character,Sentence,Word,POS,Tag,Dependency
HERMIONE,someone with non-magic parents .,"['someone', 'with', 'non', '-', 'magic', 'parents', '.']","['PRON', 'ADP', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'PUNCT']","['NN', 'IN', 'JJ', 'JJ', 'JJ', 'NNS', '.']","['ROOT', 'prep', 'amod', 'amod', 'amod', 'pobj', 'punct']"
HERMIONE,someone like me .,"['someone', 'like', 'me', '.']","['PRON', 'ADP', 'PRON', 'PUNCT']","['NN', 'IN', 'PRP', '.']","['ROOT', 'prep', 'pobj', 'punct']"
HERMIONE,it 's not a term one usually hears in civilized conversation .,"['it', ""'s"", 'not', 'a', 'term', 'one', 'usually', 'hears', 'in', 'civilized', 'conversation', '.']","['PRON', 'AUX', 'PART', 'DET', 'NOUN', 'NOUN', 'ADV', 'VERB', 'ADP', 'ADJ', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'RB', 'DT', 'NN', 'NN', 'RB', 'VBZ', 'IN', 'JJ', 'NN', '.']","['nsubj', 'ROOT', 'neg', 'det', 'attr', 'nsubj', 'advmod', 'relcl', 'prep', 'amod', 'pobj', 'punct']"
HAGRID,"see , the thing is , harry , there are some wizards , like the malfoy family ... who think they 're better than everyone else because they 're pure-blood .","['see', ',', 'the', 'thing', 'is', ',', 'harry', ',', 'there', 'are', 'some', 'wizards', ',', 'like', 'the', 'malfoy', 'family', '...', 'who', 'think', 'they', ""'re"", 'better', 'than', 'everyone', 'else', 'because', 'they', ""'re"", 'pure', '-', 'blood', '.']","['VERB', 'PUNCT', 'DET', 'NOUN', 'AUX', 'PUNCT', 'PROPN', 'PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'ADV', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT']","['VB', ',', 'DT', 'NN', 'VBZ', ',', 'NNP', ',', 'EX', 'VBP', 'DT', 'NNS', ',', 'IN', 'DT', 'JJ', 'NN', '.', 'WP', 'VBP', 'PRP', 'VBP', 'JJR', 'IN', 'NN', 'RB', 'IN', 'PRP', 'VBP', 'JJ', 'HYPH', 'NN', '.']","['ROOT', 'punct', 'det', 'nsubj', 'parataxis', 'punct', 'dep', 'punct', 'expl', 'ccomp', 'det', 'attr', 'punct', 'prep', 'det', 'amod', 'pobj', 'punct', 'nsubj', 'ccomp', 'nsubj', 'ccomp', 'acomp', 'prep', 'pobj', 'advmod', 'mark', 'nsubj', 'advcl', 'amod', 'punct', 'attr', 'punct']"
HARRY,that 's horrible .,"['that', ""'s"", 'horrible', '.']","['PRON', 'AUX', 'ADJ', 'PUNCT']","['DT', 'VBZ', 'JJ', '.']","['nsubj', 'ROOT', 'acomp', 'punct']"
RON,it 's disgusting .,"['it', ""'s"", 'disgusting', '.']","['PRON', 'AUX', 'ADJ', 'PUNCT']","['PRP', 'VBZ', 'JJ', '.']","['nsubj', 'ROOT', 'acomp', 'punct']"
HAGRID,and it 's codswallop to boot .,"['and', 'it', ""'s"", 'codswallop', 'to', 'boot', '.']","['CCONJ', 'PRON', 'AUX', 'NOUN', 'PART', 'VERB', 'PUNCT']","['CC', 'PRP', 'VBZ', 'NN', 'TO', 'VB', '.']","['cc', 'nsubj', 'ROOT', 'acomp', 'aux', 'xcomp', 'punct']"
HAGRID,dirty blood .,"['dirty', 'blood', '.']","['ADJ', 'NOUN', 'PUNCT']","['JJ', 'NN', '.']","['amod', 'ROOT', 'punct']"
HAGRID,"why , there is n't a wizard alive today that 's not half-blood or less .","['why', ',', 'there', 'is', ""n't"", 'a', 'wizard', 'alive', 'today', 'that', ""'s"", 'not', 'half', '-', 'blood', 'or', 'less', '.']","['SCONJ', 'PUNCT', 'PRON', 'VERB', 'PART', 'DET', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'AUX', 'PART', 'ADJ', 'PUNCT', 'NOUN', 'CCONJ', 'ADJ', 'PUNCT']","['WRB', ',', 'EX', 'VBZ', 'RB', 'DT', 'NN', 'JJ', 'NN', 'DT', 'VBZ', 'RB', 'JJ', 'HYPH', 'NN', 'CC', 'JJR', '.']","['advmod', 'punct', 'expl', 'ROOT', 'neg', 'det', 'attr', 'acomp', 'npadvmod', 'nsubj', 'ccomp', 'neg', 'amod', 'punct', 'attr', 'cc', 'conj', 'punct']"
HAGRID,"more to the point , they 've yet to think of a spell that our hermione ca n't do .","['more', 'to', 'the', 'point', ',', 'they', ""'"", 've', 'yet', 'to', 'think', 'of', 'a', 'spell', 'that', 'our', 'hermione', 'ca', ""n't"", 'do', '.']","['ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'AUX', 'AUX', 'ADV', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'PRON', 'PRON', 'NOUN', 'AUX', 'PART', 'VERB', 'PUNCT']","['JJR', 'IN', 'DT', 'NN', ',', 'PRP', 'VBP', 'VBP', 'RB', 'TO', 'VB', 'IN', 'DT', 'NN', 'WDT', 'PRP$', 'NN', 'MD', 'RB', 'VB', '.']","['ROOT', 'prep', 'det', 'pobj', 'punct', 'nsubj', 'aux', 'aux', 'advmod', 'aux', 'advcl', 'prep', 'det', 'pobj', 'dobj', 'poss', 'nsubj', 'aux', 'neg', 'relcl', 'punct']"
HAGRID,come here .,"['come', 'here', '.']","['VERB', 'ADV', 'PUNCT']","['VB', 'RB', '.']","['ROOT', 'advmod', 'punct']"
HAGRID,"do n't you think on it , hermione .","['do', ""n't"", 'you', 'think', 'on', 'it', ',', 'hermione', '.']","['AUX', 'PART', 'PRON', 'VERB', 'ADP', 'PRON', 'PUNCT', 'NOUN', 'PUNCT']","['VBP', 'RB', 'PRP', 'VB', 'IN', 'PRP', ',', 'NN', '.']","['aux', 'neg', 'nsubj', 'ROOT', 'prep', 'pobj', 'punct', 'npadvmod', 'punct']"
HAGRID,do n't you think on it for one minute .,"['do', ""n't"", 'you', 'think', 'on', 'it', 'for', 'one', 'minute', '.']","['AUX', 'PART', 'PRON', 'VERB', 'ADP', 'PRON', 'ADP', 'NUM', 'NOUN', 'PUNCT']","['VBP', 'RB', 'PRP', 'VB', 'IN', 'PRP', 'IN', 'CD', 'NN', '.']","['aux', 'neg', 'nsubj', 'ROOT', 'prep', 'pobj', 'prep', 'nummod', 'pobj', 'punct']"
GILDEROY LOCKHART,"harry , harry , harry .","['harry', ',', 'harry', ',', 'harry', '.']","['PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT']","['NNP', ',', 'NNP', ',', 'NNP', '.']","['ROOT', 'punct', 'npadvmod', 'punct', 'appos', 'punct']"
GILDEROY LOCKHART,can you possibly imagine a better way to serve detention than by helping me to answer my fan mail ?,"['can', 'you', 'possibly', 'imagine', 'a', 'better', 'way', 'to', 'serve', 'detention', 'than', 'by', 'helping', 'me', 'to', 'answer', 'my', 'fan', 'mail', '?']","['AUX', 'PRON', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'PART', 'VERB', 'NOUN', 'ADP', 'ADP', 'VERB', 'PRON', 'PART', 'VERB', 'PRON', 'NOUN', 'NOUN', 'PUNCT']","['MD', 'PRP', 'RB', 'VB', 'DT', 'JJR', 'NN', 'TO', 'VB', 'NN', 'IN', 'IN', 'VBG', 'PRP', 'TO', 'VB', 'PRP$', 'NN', 'NN', '.']","['aux', 'nsubj', 'advmod', 'ROOT', 'det', 'amod', 'dobj', 'aux', 'relcl', 'dobj', 'prep', 'prep', 'pcomp', 'nsubj', 'aux', 'ccomp', 'poss', 'compound', 'dobj', 'punct']"
HARRY,not really .,"['not', 'really', '.']","['PART', 'ADV', 'PUNCT']","['RB', 'RB', '.']","['neg', 'ROOT', 'punct']"
GILDEROY LOCKHART,"fame is a fickle friend , harry .","['fame', 'is', 'a', 'fickle', 'friend', ',', 'harry', '.']","['NOUN', 'AUX', 'DET', 'ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['NN', 'VBZ', 'DT', 'JJ', 'NN', ',', 'NNP', '.']","['nsubj', 'ROOT', 'det', 'amod', 'attr', 'punct', 'appos', 'punct']"
GILDEROY LOCKHART,celebrity is as celebrity does .,"['celebrity', 'is', 'as', 'celebrity', 'does', '.']","['NOUN', 'AUX', 'SCONJ', 'NOUN', 'VERB', 'PUNCT']","['NN', 'VBZ', 'IN', 'NN', 'VBZ', '.']","['nsubj', 'ROOT', 'mark', 'nsubj', 'advcl', 'punct']"
GILDEROY LOCKHART,remember that .,"['remember', 'that', '.']","['VERB', 'PRON', 'PUNCT']","['VB', 'DT', '.']","['ROOT', 'dobj', 'punct']"
VOICE,come .,"['come', '.']","['VERB', 'PUNCT']","['VB', '.']","['ROOT', 'punct']"
VOICE,come to me .,"['come', 'to', 'me', '.']","['VERB', 'ADP', 'PRON', 'PUNCT']","['VB', 'IN', 'PRP', '.']","['ROOT', 'prep', 'pobj', 'punct']"
HARRY,what ?,"['what', '?']","['PRON', 'PUNCT']","['WP', '.']","['ROOT', 'punct']"
GILDEROY LOCKHART,sorry ?,"['sorry', '?']","['ADJ', 'PUNCT']","['JJ', '.']","['ROOT', 'punct']"
HARRY,that voice .,"['that', 'voice', '.']","['DET', 'NOUN', 'PUNCT']","['DT', 'NN', '.']","['det', 'ROOT', 'punct']"
GILDEROY LOCKHART,voice ?,"['voice', '?']","['NOUN', 'PUNCT']","['NN', '.']","['ROOT', 'punct']"
HARRY,did n't you hear it ?,"['did', ""n't"", 'you', 'hear', 'it', '?']","['AUX', 'PART', 'PRON', 'VERB', 'PRON', 'PUNCT']","['VBD', 'RB', 'PRP', 'VB', 'PRP', '.']","['aux', 'neg', 'nsubj', 'ROOT', 'dobj', 'punct']"
GILDEROY LOCKHART,"what are you talking about , harry ?","['what', 'are', 'you', 'talking', 'about', ',', 'harry', '?']","['PRON', 'AUX', 'PRON', 'VERB', 'ADP', 'PUNCT', 'PROPN', 'PUNCT']","['WP', 'VBP', 'PRP', 'VBG', 'IN', ',', 'NNP', '.']","['pobj', 'aux', 'nsubj', 'ROOT', 'prep', 'punct', 'dep', 'punct']"
GILDEROY LOCKHART,i think you 're getting a bit drowsy .,"['i', 'think', 'you', ""'re"", 'getting', 'a', 'bit', 'drowsy', '.']","['PRON', 'VERB', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'PRP', 'VBP', 'VBG', 'DT', 'NN', 'NN', '.']","['nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'det', 'compound', 'dobj', 'punct']"
GILDEROY LOCKHART,"and great scott , no wonder .","['and', 'great', 'scott', ',', 'no', 'wonder', '.']","['CCONJ', 'ADJ', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'PUNCT']","['CC', 'JJ', 'NN', ',', 'DT', 'NN', '.']","['cc', 'amod', 'dep', 'punct', 'det', 'ROOT', 'punct']"
GILDEROY LOCKHART,look at the time .,"['look', 'at', 'the', 'time', '.']","['VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['VB', 'IN', 'DT', 'NN', '.']","['ROOT', 'prep', 'det', 'pobj', 'punct']"
GILDEROY LOCKHART,we 've been here nearly four hours .,"['we', ""'"", 've', 'been', 'here', 'nearly', 'four', 'hours', '.']","['PRON', 'AUX', 'AUX', 'AUX', 'ADV', 'ADV', 'NUM', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'VBP', 'VBN', 'RB', 'RB', 'CD', 'NNS', '.']","['nsubj', 'aux', 'aux', 'ROOT', 'advmod', 'advmod', 'nummod', 'npadvmod', 'punct']"
GILDEROY LOCKHART,spooky how the time flies when one is having fun .,"['spooky', 'how', 'the', 'time', 'flies', 'when', 'one', 'is', 'having', 'fun', '.']","['VERB', 'SCONJ', 'DET', 'NOUN', 'VERB', 'SCONJ', 'PRON', 'AUX', 'VERB', 'NOUN', 'PUNCT']","['VB', 'WRB', 'DT', 'NN', 'VBZ', 'WRB', 'PRP', 'VBZ', 'VBG', 'NN', '.']","['ROOT', 'advmod', 'det', 'nsubj', 'ccomp', 'advmod', 'nsubj', 'aux', 'advcl', 'dobj', 'punct']"
HARRY,spooky .,"['spooky', '.']","['ADV', 'PUNCT']","['RB', '.']","['ROOT', 'punct']"
VOICE,blood .,"['blood', '.']","['NOUN', 'PUNCT']","['NN', '.']","['ROOT', 'punct']"
VOICE,i smell blood .,"['i', 'smell', 'blood', '.']","['PRON', 'VERB', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'NN', '.']","['nsubj', 'ROOT', 'dobj', 'punct']"
VOICE,let me rip you .,"['let', 'me', 'rip', 'you', '.']","['VERB', 'PRON', 'VERB', 'PRON', 'PUNCT']","['VB', 'PRP', 'VB', 'PRP', '.']","['ROOT', 'nsubj', 'ccomp', 'dobj', 'punct']"
VOICE,let me kill you .,"['let', 'me', 'kill', 'you', '.']","['VERB', 'PRON', 'VERB', 'PRON', 'PUNCT']","['VB', 'PRP', 'VB', 'PRP', '.']","['ROOT', 'nsubj', 'ccomp', 'dobj', 'punct']"
VOICE,kill !,"['kill', '!']","['VERB', 'PUNCT']","['VB', '.']","['ROOT', 'punct']"
VOICE,kill !,"['kill', '!']","['VERB', 'PUNCT']","['VB', '.']","['ROOT', 'punct']"
VOICE,kill !,"['kill', '!']","['VERB', 'PUNCT']","['VB', '.']","['ROOT', 'punct']"
HERMIONE,harry !,"['harry', '!']","['PROPN', 'PUNCT']","['NNP', '.']","['ROOT', 'punct']"
HARRY,did you hear it ?,"['did', 'you', 'hear', 'it', '?']","['AUX', 'PRON', 'VERB', 'PRON', 'PUNCT']","['VBD', 'PRP', 'VB', 'PRP', '.']","['aux', 'nsubj', 'ROOT', 'dobj', 'punct']"
RON,hear what ?,"['hear', 'what', '?']","['VERB', 'PRON', 'PUNCT']","['VB', 'WP', '.']","['ROOT', 'dobj', 'punct']"
HARRY,that voice .,"['that', 'voice', '.']","['DET', 'NOUN', 'PUNCT']","['DT', 'NN', '.']","['det', 'ROOT', 'punct']"
HERMIONE,voice ? what voice ?,"['voice', '?', 'what', 'voice', '?']","['NOUN', 'PUNCT', 'PRON', 'NOUN', 'PUNCT']","['NN', '.', 'WP', 'NN', '.']","['ROOT', 'punct', 'det', 'ROOT', 'punct']"
HARRY,i heard it first in lockhart 's office .,"['i', 'heard', 'it', 'first', 'in', 'lockhart', ""'s"", 'office', '.']","['PRON', 'VERB', 'PRON', 'ADV', 'ADP', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['PRP', 'VBD', 'PRP', 'RB', 'IN', 'NNP', 'POS', 'NN', '.']","['nsubj', 'ROOT', 'dobj', 'advmod', 'prep', 'poss', 'case', 'pobj', 'punct']"
HARRY,and then again just ...,"['and', 'then', 'again', 'just', '...']","['CCONJ', 'ADV', 'ADV', 'ADV', 'PUNCT']","['CC', 'RB', 'RB', 'RB', '.']","['cc', 'advmod', 'advmod', 'ROOT', 'punct']"
VOICE,it 's time .,"['it', ""'s"", 'time', '.']","['PRON', 'AUX', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'NN', '.']","['nsubj', 'ROOT', 'attr', 'punct']"
HARRY,it 's moving .,"['it', ""'s"", 'moving', '.']","['PRON', 'AUX', 'VERB', 'PUNCT']","['PRP', 'VBZ', 'VBG', '.']","['nsubj', 'aux', 'ROOT', 'punct']"
HARRY,i think it 's going to kill .,"['i', 'think', 'it', ""'s"", 'going', 'to', 'kill', '.']","['PRON', 'VERB', 'PRON', 'AUX', 'VERB', 'PART', 'VERB', 'PUNCT']","['PRP', 'VBP', 'PRP', 'VBZ', 'VBG', 'TO', 'VB', '.']","['nsubj', 'ROOT', 'nsubj', 'aux', 'ccomp', 'aux', 'xcomp', 'punct']"
RON,kill ?,"['kill', '?']","['VERB', 'PUNCT']","['VB', '.']","['ROOT', 'punct']"
HERMIONE,"harry , wait ! not so fast !","['harry', ',', 'wait', '!', 'not', 'so', 'fast', '!']","['PROPN', 'PUNCT', 'VERB', 'PUNCT', 'PART', 'ADV', 'ADV', 'PUNCT']","['NNP', ',', 'VB', '.', 'RB', 'RB', 'RB', '.']","['npadvmod', 'punct', 'ROOT', 'punct', 'neg', 'advmod', 'ROOT', 'punct']"
HARRY,strange .,"['strange', '.']","['ADJ', 'PUNCT']","['JJ', '.']","['ROOT', 'punct']"
HARRY,i 've never seen spiders act like that .,"['i', ""'"", 've', 'never', 'seen', 'spiders', 'act', 'like', 'that', '.']","['PRON', 'AUX', 'AUX', 'ADV', 'VERB', 'NOUN', 'VERB', 'ADP', 'PRON', 'PUNCT']","['PRP', 'VBP', 'VBP', 'RB', 'VBN', 'NNS', 'VB', 'IN', 'DT', '.']","['nsubj', 'aux', 'aux', 'neg', 'ROOT', 'nsubj', 'ccomp', 'prep', 'pobj', 'punct']"
RON,i do n't like spiders .,"['i', 'do', ""n't"", 'like', 'spiders', '.']","['PRON', 'AUX', 'PART', 'VERB', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'RB', 'VB', 'NNS', '.']","['nsubj', 'aux', 'neg', 'ROOT', 'dobj', 'punct']"
RON,what 's that ?,"['what', ""'s"", 'that', '?']","['PRON', 'AUX', 'PRON', 'PUNCT']","['WP', 'VBZ', 'DT', '.']","['attr', 'ROOT', 'nsubj', 'punct']"
HERMIONE,"the chamber of secrets has been opened . enemies of the heir , beware .","['the', 'chamber', 'of', 'secrets', 'has', 'been', 'opened', '.', 'enemies', 'of', 'the', 'heir', ',', 'beware', '.']","['DET', 'NOUN', 'ADP', 'NOUN', 'AUX', 'AUX', 'VERB', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PUNCT']","['DT', 'NN', 'IN', 'NNS', 'VBZ', 'VBN', 'VBN', '.', 'NNS', 'IN', 'DT', 'NN', ',', 'VB', '.']","['det', 'nsubjpass', 'prep', 'pobj', 'aux', 'auxpass', 'ROOT', 'punct', 'nsubj', 'prep', 'det', 'pobj', 'punct', 'ROOT', 'punct']"
HERMIONE,"enemies of the heir , beware .","['enemies', 'of', 'the', 'heir', ',', 'beware', '.']","['NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PUNCT']","['NNS', 'IN', 'DT', 'NN', ',', 'VB', '.']","['nsubj', 'prep', 'det', 'pobj', 'punct', 'ROOT', 'punct']"
HERMIONE,it 's written in blood .,"['it', ""'s"", 'written', 'in', 'blood', '.']","['PRON', 'AUX', 'VERB', 'ADP', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'VBN', 'IN', 'NN', '.']","['nsubjpass', 'auxpass', 'ROOT', 'prep', 'pobj', 'punct']"
HARRY,"oh , no .","['oh', ',', 'no', '.']","['INTJ', 'PUNCT', 'INTJ', 'PUNCT']","['UH', ',', 'UH', '.']","['ROOT', 'punct', 'intj', 'punct']"
HARRY,it 's filch 's cat .,"['it', ""'s"", 'filch', ""'s"", 'cat', '.']","['PRON', 'AUX', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['PRP', 'VBZ', 'NNP', 'POS', 'NN', '.']","['nsubj', 'ROOT', 'poss', 'case', 'attr', 'punct']"
HARRY,it 's mrs. norris .,"['it', ""'s"", 'mrs', '.', 'norris', '.']","['PRON', 'AUX', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['PRP', 'VBZ', 'NNP', 'NNP', 'NNP', '.']","['nsubj', 'ROOT', 'compound', 'compound', 'attr', 'punct']"
DRACO,"enemies of the heir , beware .","['enemies', 'of', 'the', 'heir', ',', 'beware', '.']","['NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'PUNCT']","['NNS', 'IN', 'DT', 'NN', ',', 'VB', '.']","['nsubj', 'prep', 'det', 'pobj', 'punct', 'ROOT', 'punct']"
DRACO,"you 'll be next , mudbloods .","['you', ""'ll"", 'be', 'next', ',', 'mudbloods', '.']","['PRON', 'AUX', 'AUX', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT']","['PRP', 'MD', 'VB', 'JJ', ',', 'NNS', '.']","['nsubj', 'aux', 'ROOT', 'acomp', 'punct', 'attr', 'punct']"
FILCH,what 's going on here ?,"['what', ""'s"", 'going', 'on', 'here', '?']","['PRON', 'AUX', 'VERB', 'ADP', 'ADV', 'PUNCT']","['WP', 'VBZ', 'VBG', 'RP', 'RB', '.']","['nsubj', 'aux', 'ROOT', 'prt', 'advmod', 'punct']"
FILCH,"go on . make way , make way .","['go', 'on', '.', 'make', 'way', ',', 'make', 'way', '.']","['VERB', 'ADP', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'PUNCT']","['VB', 'RP', '.', 'VB', 'NN', ',', 'VB', 'NN', '.']","['ROOT', 'prt', 'punct', 'advcl', 'dobj', 'punct', 'ROOT', 'dobj', 'punct']"
FILCH,potter ?,"['potter', '?']","['NOUN', 'PUNCT']","['NN', '.']","['ROOT', 'punct']"
FILCH,what are you ... ?,"['what', 'are', 'you', '...', '?']","['PRON', 'AUX', 'PRON', 'PUNCT', 'PUNCT']","['WP', 'VBP', 'PRP', ':', '.']","['attr', 'ROOT', 'nsubj', 'punct', 'punct']"
FILCH,mrs. norris ?,"['mrs', '.', 'norris', '?']","['PROPN', 'PROPN', 'PROPN', 'PUNCT']","['NNP', 'NNP', 'NNP', '.']","['compound', 'compound', 'ROOT', 'punct']"
FILCH,you 've murdered my cat .,"['you', ""'"", 've', 'murdered', 'my', 'cat', '.']","['PRON', 'AUX', 'AUX', 'VERB', 'PRON', 'NOUN', 'PUNCT']","['PRP', 'VBP', 'VBP', 'VBN', 'PRP$', 'NN', '.']","['nsubj', 'aux', 'aux', 'ROOT', 'poss', 'dobj', 'punct']"
HARRY,no . no .,"['no', '.', 'no', '.']","['INTJ', 'PUNCT', 'INTJ', 'PUNCT']","['UH', '.', 'UH', '.']","['ROOT', 'punct', 'ROOT', 'punct']"
FILCH,i 'll kill you .,"['i', ""'ll"", 'kill', 'you', '.']","['PRON', 'AUX', 'VERB', 'PRON', 'PUNCT']","['PRP', 'MD', 'VB', 'PRP', '.']","['nsubj', 'aux', 'ROOT', 'dobj', 'punct']"
FILCH,i 'll kill you !,"['i', ""'ll"", 'kill', 'you', '!']","['PRON', 'AUX', 'VERB', 'PRON', 'PUNCT']","['PRP', 'MD', 'VB', 'PRP', '.']","['nsubj', 'aux', 'ROOT', 'dobj', 'punct']"
DUMBLEDORE,argus !,"['argus', '!']","['ADJ', 'PUNCT']","['JJ', '.']","['ROOT', 'punct']"
DUMBLEDORE,"argus , i ...","['argus', ',', 'i', '...']","['INTJ', 'PUNCT', 'PRON', 'PUNCT']","['UH', ',', 'PRP', '.']","['amod', 'punct', 'ROOT', 'punct']"
DUMBLEDORE,everyone will proceed to their dormitories immediately .,"['everyone', 'will', 'proceed', 'to', 'their', 'dormitories', 'immediately', '.']","['PRON', 'AUX', 'VERB', 'ADP', 'PRON', 'NOUN', 'ADV', 'PUNCT']","['NN', 'MD', 'VB', 'IN', 'PRP$', 'NNS', 'RB', '.']","['nsubj', 'aux', 'ROOT', 'prep', 'poss', 'pobj', 'advmod', 'punct']"
DUMBLEDORE,everyone except you three .,"['everyone', 'except', 'you', 'three', '.']","['PRON', 'SCONJ', 'PRON', 'NUM', 'PUNCT']","['NN', 'IN', 'PRP', 'CD', '.']","['ROOT', 'prep', 'pobj', 'appos', 'punct']"
BOY,"ravenclaws , follow me .","['ravenclaws', ',', 'follow', 'me', '.']","['NOUN', 'PUNCT', 'VERB', 'PRON', 'PUNCT']","['NNS', ',', 'VB', 'PRP', '.']","['nsubj', 'punct', 'ROOT', 'dobj', 'punct']"
DUMBLEDORE,"she 's not dead , argus .","['she', ""'s"", 'not', 'dead', ',', 'argus', '.']","['PRON', 'AUX', 'PART', 'ADJ', 'PUNCT', 'ADJ', 'PUNCT']","['PRP', 'VBZ', 'RB', 'JJ', ',', 'JJ', '.']","['nsubj', 'ROOT', 'neg', 'acomp', 'punct', 'acomp', 'punct']"
DUMBLEDORE,she has been petrified .,"['she', 'has', 'been', 'petrified', '.']","['PRON', 'AUX', 'AUX', 'VERB', 'PUNCT']","['PRP', 'VBZ', 'VBN', 'VBN', '.']","['nsubjpass', 'aux', 'auxpass', 'ROOT', 'punct']"
GILDEROY LOCKHART,aghh ! thought so .,"['aghh', '!', 'thought', 'so', '.']","['PROPN', 'PUNCT', 'VERB', 'ADV', 'PUNCT']","['NNP', '.', 'VBD', 'RB', '.']","['ROOT', 'punct', 'ROOT', 'advmod', 'punct']"
GILDEROY LOCKHART,so unlucky i was n't there .,"['so', 'unlucky', 'i', 'was', ""n't"", 'there', '.']","['ADV', 'ADJ', 'PRON', 'AUX', 'PART', 'ADV', 'PUNCT']","['RB', 'JJ', 'PRP', 'VBD', 'RB', 'RB', '.']","['advmod', 'acomp', 'nsubj', 'ROOT', 'neg', 'advmod', 'punct']"
GILDEROY LOCKHART,i know exactly the countercurse that could 've spared her .,"['i', 'know', 'exactly', 'the', 'countercurse', 'that', 'could', ""'"", 've', 'spared', 'her', '.']","['PRON', 'VERB', 'ADV', 'DET', 'NOUN', 'PRON', 'AUX', 'AUX', 'AUX', 'VERB', 'PRON', 'PUNCT']","['PRP', 'VBP', 'RB', 'DT', 'NN', 'WDT', 'MD', 'VB', 'VB', 'VBN', 'PRP', '.']","['nsubj', 'ROOT', 'advmod', 'det', 'dobj', 'nsubj', 'aux', 'aux', 'aux', 'relcl', 'dobj', 'punct']"
DUMBLEDORE,"but how she has been petrified , i can not say .","['but', 'how', 'she', 'has', 'been', 'petrified', ',', 'i', 'can', 'not', 'say', '.']","['CCONJ', 'SCONJ', 'PRON', 'AUX', 'AUX', 'VERB', 'PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'PUNCT']","['CC', 'WRB', 'PRP', 'VBZ', 'VBN', 'VBN', ',', 'PRP', 'MD', 'RB', 'VB', '.']","['cc', 'advmod', 'nsubjpass', 'aux', 'auxpass', 'advcl', 'punct', 'nsubj', 'aux', 'neg', 'ROOT', 'punct']"
FILCH,ask him .,"['ask', 'him', '.']","['VERB', 'PRON', 'PUNCT']","['VB', 'PRP', '.']","['ROOT', 'dobj', 'punct']"
FILCH,it 's him that 's done it .,"['it', ""'s"", 'him', 'that', ""'s"", 'done', 'it', '.']","['PRON', 'AUX', 'PRON', 'PRON', 'AUX', 'VERB', 'PRON', 'PUNCT']","['PRP', 'VBZ', 'PRP', 'WDT', 'VBZ', 'VBN', 'PRP', '.']","['nsubj', 'ROOT', 'attr', 'nsubjpass', 'auxpass', 'ccomp', 'dobj', 'punct']"
FILCH,you saw what he wrote on the wall .,"['you', 'saw', 'what', 'he', 'wrote', 'on', 'the', 'wall', '.']","['PRON', 'VERB', 'PRON', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['PRP', 'VBD', 'WP', 'PRP', 'VBD', 'IN', 'DT', 'NN', '.']","['nsubj', 'ROOT', 'dobj', 'nsubj', 'ccomp', 'prep', 'det', 'pobj', 'punct']"
HARRY,"it 's not true , sir . i swear .","['it', ""'s"", 'not', 'true', ',', 'sir', '.', 'i', 'swear', '.']","['PRON', 'AUX', 'PART', 'ADJ', 'PUNCT', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","['PRP', 'VBZ', 'RB', 'JJ', ',', 'NN', '.', 'PRP', 'VBP', '.']","['nsubj', 'ROOT', 'neg', 'acomp', 'punct', 'npadvmod', 'punct', 'nsubj', 'ROOT', 'punct']"
